transaction_amount,transaction_frequency,avg_transaction_size,num_counterparties,cross_border_ratio,cash_ratio,night_transaction_ratio,round_amount_ratio,account_age_months,num_accounts_linked,transaction_type,origin_country,account_type,industry,structuring_flag,rapid_movement_flag,dormant_reactivation,pep_connection,prior_sar_flag,geographic_dispersion,risk_label,timestamp
14195.563108496981,12,8326.609763752973,27,0.5498252104976015,0.6021519419459788,0.0172751198438571,0.14517644395587476,46,2,deposit,Unknown,business,NGO,0,0,0,0,0,12,suspicious,2023-08-09 04:00:00
2253.51793091008,53,7846.202001114679,10,0.1958924485800157,0.3416670701332304,0.02627812487362244,0.11014874238743531,103,1,exchange,Russia,investment,real_estate,0,0,0,0,0,5,clean,2023-10-16 20:00:00
5182.732680036034,11,8136.639858527108,25,0.2687289902050597,0.26194727874524987,0.10083279073449428,0.1364941672244174,59,4,payment,Kuwait,business,unknown,0,0,0,1,0,5,clean,2023-02-15 14:00:00
6844.158273312706,5,2935.483778445441,13,0.21128519918629296,0.18452401377823324,0.05405998209814196,0.28318175890606123,119,2,payment,Saudi Arabia,investment,construction,0,0,0,1,0,16,clean,2023-08-07 10:00:00
9134.020317896626,27,15710.614347275827,16,0.25670463739155636,0.3600983415838055,0.1280065363185581,0.26592893162477554,55,10,withdrawal,Russia,personal,retail,0,0,0,0,0,17,suspicious,2023-11-20 15:00:00
23069.04016546368,12,25646.133600236724,41,0.4253659357385407,0.2163167047598238,0.13369090664535238,0.15383858378902504,24,11,exchange,UAE,business,construction,0,0,0,0,0,19,clean,2023-06-17 18:00:00
3341.0379319303543,17,1964.2638042690019,34,0.7051345474409769,0.3520458130413247,0.03364255090985723,0.40566550949784547,75,7,withdrawal,Kuwait,personal,unknown,0,0,0,0,0,7,clean,2023-06-02 03:00:00
10830.437325496916,6,738.2571431141376,37,0.19636104165803467,0.09979009534407651,0.13919108712585257,0.0801775134160724,24,12,payment,Jordan,personal,NGO,0,0,0,0,0,7,clean,2023-02-27 00:00:00
13462.570819646407,33,1730.6845580875463,22,0.5521913957259339,0.10400191952567202,0.137066262925113,0.22687961841605683,3,5,deposit,Iran,business,unknown,0,0,1,0,0,18,suspicious,2023-08-14 20:00:00
713.4577463461281,5,13742.964661115193,17,0.19154538336398233,0.33560871261694397,0.21407356135582264,0.10724488747807918,40,5,exchange,Russia,charity,unknown,1,0,0,0,0,3,suspicious,2023-06-10 01:00:00
14029.995309744152,57,9032.02686993435,23,0.4550721190795117,0.19207115177940598,0.09143559553823669,0.030864919935396758,20,1,transfer,Kuwait,charity,finance,0,0,0,0,0,10,clean,2023-03-03 00:00:00
2804.4187796612464,28,8085.851849402696,36,0.3892436750129584,0.35225292802993197,0.05781612144664204,0.23071833591750865,87,2,withdrawal,UAE,business,real_estate,1,0,0,0,0,18,suspicious,2023-01-05 05:00:00
1008.9589631895636,14,4110.549255520868,49,0.20192282728632285,0.06090477273608398,0.19463356614122215,0.14649250235688907,69,5,exchange,UAE,investment,retail,1,0,0,0,0,12,clean,2023-07-23 00:00:00
44605.31690260396,5,6898.739180529278,9,0.347894271512641,0.20802412969922343,0.022812320204347074,0.08508862967930003,100,7,transfer,Russia,personal,real_estate,0,0,0,0,0,5,clean,2023-04-13 20:00:00
50559.45513691759,54,2943.899520109715,2,0.5434896229692638,0.3594329830749379,0.03227972119956966,0.06147832125177626,77,1,withdrawal,Iran,investment,unknown,0,0,0,0,0,6,suspicious,2023-01-20 10:00:00
24784.97359219315,56,5188.451593127676,32,0.42095433932295606,0.3867053617471576,0.15693210123064164,0.17093080668565414,100,7,payment,UAE,personal,unknown,0,0,0,0,1,13,suspicious,2023-04-22 23:00:00
5449.317899531375,59,12602.72813571278,22,0.4315786388223158,0.14994632662312476,0.3143224652376187,0.11759520891299874,70,11,withdrawal,Iran,business,real_estate,0,0,0,0,1,3,suspicious,2023-04-25 10:00:00
1541.6597250375935,33,31808.907929918787,43,0.2976152237685171,0.5148729004971211,0.05572514385265517,0.00011026528003935334,66,12,deposit,Jordan,business,real_estate,0,0,0,0,0,6,clean,2023-10-06 05:00:00
17291.261446479926,50,21563.708796798885,13,0.23438949426212505,0.2479509546038111,0.18316846143012547,0.5029258420736435,93,2,withdrawal,Unknown,charity,NGO,0,0,0,1,0,9,suspicious,2023-06-15 05:00:00
8701.362638780975,48,21728.571423953435,8,0.42326070502252183,0.12208148647665364,0.032346960715729435,0.09148069978293802,69,2,withdrawal,Egypt,personal,real_estate,0,0,0,0,1,3,suspicious,2023-02-16 20:00:00
1952.2835093167296,41,4116.309868632903,1,0.5120158103910301,0.23774469999747827,0.21167367250004177,0.013805897157855459,79,9,exchange,Egypt,personal,finance,1,0,0,0,0,2,suspicious,2023-12-09 16:00:00
10253.208422012252,19,5060.781046004773,17,0.04244818725240515,0.43486520932701733,0.011091831646286483,0.08637721778073688,8,8,exchange,Offshore,investment,real_estate,0,0,0,0,0,17,clean,2023-08-03 18:00:00
524.9058216521863,22,9783.489052699879,12,0.21593485298186443,0.1513264748200158,0.0001824534581065551,0.09312428078080162,98,10,payment,Iran,business,unknown,0,1,0,0,0,17,suspicious,2023-06-02 10:00:00
36006.343310895354,5,20428.080805004225,4,0.43965848687574594,0.16765791324961588,0.10287561551112331,0.2836630085147737,117,4,deposit,Egypt,personal,retail,0,0,0,0,0,11,clean,2023-01-15 22:00:00
4491.866652610292,59,1225.1559102777724,13,0.2116603880972175,0.46380243354720885,0.05599012842882407,0.5376941221929952,55,5,deposit,Jordan,business,construction,1,0,0,0,1,8,suspicious,2023-02-05 08:00:00
16293.836978474705,2,2902.025476324717,31,0.36458218620511906,0.4984588697346153,0.08182589494353887,0.10467879739467437,37,9,payment,UAE,personal,NGO,0,0,0,0,0,2,clean,2023-11-26 15:00:00
5603.198724864355,30,1199.5800871247554,41,0.2354897748023317,0.36374000370338555,0.03804719936337683,0.02006220254360426,90,4,transfer,Egypt,investment,real_estate,0,0,0,0,0,17,clean,2023-05-28 19:00:00
11011.663438638428,47,7574.175392256885,7,0.2883124305418487,0.33754554672042236,0.13672914457119079,0.05895061848040748,73,10,withdrawal,Iran,charity,real_estate,0,1,0,0,0,9,suspicious,2023-04-05 06:00:00
11868.356969726963,39,2925.7370052039587,23,0.12267675066149945,0.3784446004270377,0.3925636435040861,0.029806813568625235,72,13,exchange,Saudi Arabia,personal,real_estate,0,0,0,0,0,13,clean,2023-09-09 10:00:00
3065.828992618586,4,3157.4815955105246,24,0.24186025471507314,0.4197495043913267,0.17867846864964324,0.08292613537078673,14,12,payment,Unknown,business,NGO,0,0,0,0,0,4,clean,2023-11-22 09:00:00
52392.106991043394,33,588.44864676336,5,0.6387251188917304,0.1590130851715415,0.04008483011076887,0.07767306507796533,48,8,payment,UAE,investment,retail,0,0,0,0,0,4,clean,2023-03-31 03:00:00
22383.680657072113,13,3443.75371389427,5,0.4234033205550953,0.36050203757785226,0.18332884926887774,0.27592024723941255,89,13,exchange,UAE,business,real_estate,0,0,0,0,1,8,suspicious,2023-11-25 17:00:00
42076.41628937374,20,15872.847691858888,17,0.46989720879685115,0.36595982838439356,0.13329960993736725,0.23943805986502,98,5,exchange,Iran,personal,real_estate,0,0,0,0,0,9,clean,2023-11-08 20:00:00
33782.27996301295,54,2122.9073030269756,30,0.5004585656402142,0.18248656705316213,0.12208658772912202,0.4143513823276771,67,1,transfer,Unknown,charity,NGO,0,0,0,0,0,3,suspicious,2023-11-30 13:00:00
13665.816185749125,7,9504.466677256427,9,0.15116799251290555,0.42685551104392044,0.14172208744494882,0.09592750962925473,32,7,deposit,Unknown,investment,real_estate,0,0,1,0,0,7,clean,2023-08-01 16:00:00
38241.53068904108,15,7945.986434803995,6,0.6753832817615126,0.5818892653626133,0.06981319864490607,0.12411105126668837,36,10,exchange,Unknown,charity,retail,0,0,0,0,0,18,suspicious,2023-04-08 12:00:00
1389.8318842967344,23,15930.543292106746,25,0.4023981640383866,0.07581456031984925,0.47836143102108597,0.02705548240590925,111,11,payment,Russia,charity,construction,0,0,0,0,0,13,suspicious,2023-05-02 00:00:00
3272.020419469012,14,1135.1628502704966,19,0.033235459652887,0.3925089300669941,0.1857141124485928,0.4135097352517248,5,11,withdrawal,Kuwait,business,NGO,0,0,0,0,0,2,clean,2023-07-30 12:00:00
694.2294853024794,23,30385.96977320208,16,0.3742229375461284,0.27212933063338274,0.04161844194190437,0.09745767737178941,79,3,transfer,UAE,business,NGO,0,1,1,0,1,14,suspicious,2023-07-30 06:00:00
5902.9813020463025,19,6990.231331222026,21,0.254568975173603,0.30916329986134594,0.18285557204087222,0.3904402076885924,92,7,withdrawal,Egypt,investment,unknown,0,0,0,0,0,14,clean,2023-06-26 11:00:00
7381.954376913279,54,43183.6031416227,2,0.4967410774715025,0.10826599293927291,0.3808662421613205,0.021343672472306473,18,8,withdrawal,Unknown,charity,retail,1,1,0,0,0,17,high_risk,2023-05-02 04:00:00
4748.406648132385,29,19399.353078221444,10,0.5780430036334041,0.1545560450662455,0.09656356892897813,0.08410787140287265,109,4,deposit,Russia,personal,real_estate,0,0,0,1,0,2,suspicious,2023-10-09 07:00:00
26468.36797861401,56,2003.2677948408998,16,0.33643457975975005,0.048811035696093255,0.13397036717349878,0.16713223606427097,11,11,withdrawal,Russia,personal,finance,0,0,0,0,1,19,high_risk,2023-02-23 01:00:00
6618.4049929480525,20,462.40598580349086,37,0.22414918402968134,0.0628671364567116,0.10610767126951152,0.3861512009133443,74,14,payment,UAE,personal,retail,0,0,0,0,0,10,clean,2023-08-31 23:00:00
4947.042602013738,29,2361.83418225554,15,0.08851827173084843,0.4627346288934583,0.058422177851427504,0.11469534991152855,4,6,payment,Russia,personal,real_estate,0,0,0,0,0,19,suspicious,2023-05-28 07:00:00
11736.10624811619,24,5998.817983993639,13,0.3126128920035,0.5336177719809133,0.012888952831425425,0.40722332071565753,20,10,exchange,Russia,business,NGO,0,0,0,1,0,19,suspicious,2023-07-05 10:00:00
2278.472217309433,18,1506.0381118919029,13,0.4630354318255933,0.47254457554139856,0.3158906264593714,0.1597869689891045,5,7,deposit,Unknown,charity,real_estate,0,0,0,0,0,13,suspicious,2023-12-18 14:00:00
24307.253936620968,10,1466.189626906025,32,0.14266101057651753,0.09813009938088267,0.034866689767684644,0.45283189831660414,63,8,exchange,Saudi Arabia,charity,unknown,0,0,0,0,1,16,suspicious,2023-12-20 20:00:00
1162.1380321696352,41,4968.004602024797,45,0.3091835574236958,0.6049479303093,0.00746139827945323,0.2627711521406883,54,3,withdrawal,Iran,investment,retail,0,0,0,0,0,12,suspicious,2023-05-14 17:00:00
65012.195093809794,57,270.671503438752,47,0.7716138605256216,0.6345082706067937,0.16366826796346587,0.3439160824819275,65,7,payment,Iran,personal,retail,0,0,0,0,0,4,suspicious,2023-03-28 18:00:00
22192.25664362267,8,1039.8497986271716,46,0.15066358183922243,0.4621249653899417,0.2872196633510411,0.00338745573565727,77,5,exchange,Iran,charity,NGO,1,0,0,0,1,12,high_risk,2023-01-19 02:00:00
3323.091607588289,26,4300.935134527299,8,0.6172240025400446,0.08747246875481392,0.3456957906902927,0.02158763693256442,110,7,payment,Iran,business,unknown,0,0,0,0,0,13,suspicious,2023-04-15 21:00:00
100.0,29,521.6852009665795,43,0.2215718560998294,0.71585771503596,0.06449985949082747,0.21963839872141586,86,6,exchange,Egypt,investment,NGO,0,1,0,0,1,2,suspicious,2023-06-13 02:00:00
25348.45166229189,10,4043.455652283052,18,0.22156081709149714,0.38332861470326113,0.09117815939560396,0.39554216985053586,112,13,transfer,UAE,personal,finance,0,0,0,1,0,2,clean,2023-01-20 01:00:00
18406.43861080567,17,5139.727830119171,36,0.40119679057083396,0.390511796694874,0.07246193871989848,0.0709237316361653,13,5,deposit,Russia,investment,finance,0,1,0,0,0,9,suspicious,2023-12-05 07:00:00
19584.943631819984,2,4801.14073013066,26,0.08903842557883551,0.3615448048663677,0.22921166767542742,0.06037272335809013,79,3,exchange,Unknown,charity,construction,0,0,0,0,0,18,clean,2023-12-22 05:00:00
22128.2178906527,6,16271.149093938604,10,0.367220011601928,0.3221478951995503,0.20602712041154703,0.3222406155286247,73,10,withdrawal,Kuwait,business,construction,0,0,0,0,0,16,clean,2023-07-30 12:00:00
1153.9389827069454,58,6041.243809572521,31,0.1266942456311641,0.1783987404106602,0.05719096690559017,0.07400438254072106,3,2,payment,Saudi Arabia,charity,unknown,1,0,0,0,0,14,suspicious,2023-11-20 08:00:00
6658.3900862434875,5,5048.600525195958,33,0.10026682873550272,0.4043157939615162,0.07608651366498093,0.17879101966137234,2,3,payment,Egypt,investment,NGO,0,0,0,0,0,1,clean,2023-11-05 04:00:00
1847.2515690667449,28,4230.684608243999,29,0.6342739303480931,0.3605938749466305,0.1204256977304338,0.3423114726406153,12,2,deposit,Jordan,business,retail,1,1,0,0,0,14,suspicious,2023-07-24 07:00:00
29827.94357487334,41,13613.45104068345,5,0.20233990497933269,0.33746196293789804,0.07040131544699876,0.10994782864195829,88,14,deposit,Jordan,charity,real_estate,0,1,0,0,1,7,suspicious,2023-10-15 12:00:00
14644.517875685611,5,18034.673279170045,13,0.2936803961348274,0.08040563083804571,0.4284950752683244,0.051449132648921,82,3,transfer,Russia,charity,finance,1,1,0,0,0,6,high_risk,2023-07-30 00:00:00
6027.282018769515,18,15351.788034918722,1,0.7060939868330507,0.5563575478529897,0.12289804599919078,0.05850938004320498,56,2,exchange,Unknown,business,NGO,0,0,0,0,0,4,clean,2023-01-02 02:00:00
985.0209870717433,26,8955.743994752454,23,0.38224026869343836,0.2694401721759126,0.08513213813770328,0.23742635925307773,58,1,transfer,Iran,charity,retail,0,0,0,0,0,11,clean,2023-05-05 21:00:00
5587.325256155305,20,1182.0787871467535,40,0.48483521797746565,0.045136788998909265,0.035083408328454316,0.18391718349032482,100,9,exchange,Russia,personal,NGO,0,0,0,0,0,6,suspicious,2023-05-07 11:00:00
5899.71319776197,41,2593.3297954833574,3,0.3001248020923905,0.14346032666908662,0.08351375576337121,0.11995410211760976,89,10,exchange,Saudi Arabia,charity,construction,0,0,0,0,0,7,clean,2023-07-10 05:00:00
19618.136759366113,49,377.2617136583557,3,0.4721094604514186,0.5586525214457604,0.12202589984357241,0.28807812095705293,52,5,deposit,Offshore,investment,finance,0,0,0,0,0,18,clean,2023-03-18 11:00:00
15223.3403838903,27,21368.81905098188,7,0.12031519845481507,0.5337009887610445,0.07100143827901531,0.2800522891867206,15,14,deposit,Offshore,charity,real_estate,0,0,0,0,1,7,suspicious,2023-05-06 11:00:00
32733.77868602272,49,8649.288323489098,36,0.3367312113313589,0.2765929291135009,0.036194745196763224,0.05801753386860419,1,9,exchange,Russia,business,NGO,0,0,0,0,1,13,high_risk,2023-05-19 22:00:00
9585.992000644646,12,10974.805695170005,35,0.32523858519385423,0.2889912197399742,0.1306870007308084,0.558717162041749,72,8,deposit,Saudi Arabia,personal,construction,0,0,0,0,0,10,clean,2023-07-25 21:00:00
1910.5859042325285,7,2986.7533053310713,15,0.20458725627448507,0.12044737495120787,0.03971786535899721,0.3597366548100778,113,14,exchange,UAE,charity,real_estate,0,0,0,0,0,6,clean,2023-09-24 15:00:00
18736.895164748992,59,14948.442786890851,40,0.34919088325478376,0.5527940805017313,0.17438586732176806,0.22132460334473336,101,7,deposit,Unknown,charity,construction,1,0,0,0,0,3,suspicious,2023-04-07 06:00:00
21455.89129615296,3,2404.553066713575,3,0.3235952475791394,0.08482287739375409,0.03579816213227262,0.00357529368727423,71,12,withdrawal,Jordan,investment,real_estate,0,0,0,0,0,1,clean,2023-06-18 09:00:00
12358.312423287432,10,100.0,29,0.24948831642106276,0.5187200018286219,0.1349830416027529,0.08698064813162147,99,6,exchange,Egypt,investment,NGO,1,0,0,0,0,16,clean,2023-01-30 10:00:00
22108.349500820466,34,3778.1610869243727,30,0.07173918942677221,0.2812234832951653,0.10460424940216738,0.038020421480441914,102,11,payment,Egypt,charity,finance,0,0,0,0,0,2,clean,2023-07-07 04:00:00
10212.22097265417,25,6765.940208944311,39,0.4122089785672231,0.31378062592304656,0.23607604345193942,0.3035620382428201,45,4,withdrawal,Saudi Arabia,investment,NGO,0,0,0,0,0,17,clean,2023-05-22 20:00:00
11095.182581659006,35,5211.511249564223,18,0.1757420100433962,0.3535581607662735,0.006873848015760894,0.10419087729242835,16,10,transfer,Saudi Arabia,charity,unknown,0,0,0,0,0,14,clean,2023-04-24 03:00:00
8367.21290862641,16,15848.428031205687,11,0.18079567742298294,0.1575646582545246,0.08150454841987914,0.145608277665572,17,10,deposit,Offshore,business,real_estate,0,0,0,0,0,10,clean,2023-02-23 23:00:00
386.2166098517059,2,891.0759739031857,43,0.20003027927350697,0.20655742852669245,0.08076765165681675,0.0262438255419982,102,7,transfer,Kuwait,charity,finance,0,1,0,0,0,9,clean,2023-05-21 20:00:00
1712.5115278779876,24,6456.324258244561,49,0.4528044986443689,0.03817415719310462,0.3351310901409323,0.15373460366805167,30,13,payment,Egypt,business,retail,0,0,0,0,0,12,clean,2023-04-24 16:00:00
479.00521939580733,10,5755.590031733677,38,0.544905706778155,0.1511697705643446,0.023949817867985383,0.3020845612377765,37,7,deposit,Iran,personal,retail,0,0,0,0,1,11,suspicious,2023-10-16 16:00:00
15175.943263913241,38,2643.5251070232607,40,0.16633829620745705,0.511890964993379,0.12779478165704583,0.3047927978587679,18,1,transfer,Egypt,business,construction,0,0,0,1,0,16,suspicious,2023-11-21 20:00:00
5660.950631926497,22,13818.032655080691,1,0.36814805603343614,0.2636302201492131,0.07458447881239764,0.08677277365394263,100,14,withdrawal,Russia,personal,NGO,0,0,0,0,0,4,clean,2023-08-31 10:00:00
10656.55765701285,26,11182.03520619382,29,0.16061553062352807,0.13355576815901535,0.11814114553652487,0.09864608390023495,76,9,transfer,Jordan,personal,NGO,0,0,0,0,0,11,clean,2023-01-20 18:00:00
35718.982947689634,43,10559.834970655273,10,0.22498750163245196,0.13223274262078688,0.03207665275684942,0.061973606715205146,92,14,deposit,Offshore,personal,unknown,0,0,0,0,0,13,suspicious,2023-12-29 23:00:00
4301.082344749475,55,16712.217307723637,28,0.07203607733119874,0.2142364931457141,0.10043882073654402,0.4949053798164558,112,4,withdrawal,Iran,investment,construction,0,0,0,0,0,8,clean,2023-10-28 01:00:00
7924.229623240089,39,10263.68367916801,31,0.05061740377237979,0.4407400566225271,0.08325252582433991,0.2756459164880005,11,7,payment,Offshore,charity,NGO,1,0,0,0,0,17,suspicious,2023-02-19 23:00:00
21131.23721307875,27,2110.071326166483,19,0.3458663848808894,0.3673435673014143,0.12465897203088998,0.025536733709654733,60,9,transfer,Jordan,business,NGO,0,1,0,0,1,11,suspicious,2023-01-15 09:00:00
3897.0773537609107,29,9781.513930794885,3,0.1798821323473924,0.28398740313609416,0.03600798154745407,0.01819218381257587,59,2,exchange,Iran,personal,real_estate,0,0,0,0,0,4,clean,2023-08-20 00:00:00
1201.5641782526454,47,2941.919641095187,36,0.2309096372121508,0.25752321413877466,0.01680530147345078,0.1946760193183621,107,13,deposit,Jordan,business,unknown,0,0,0,0,0,12,clean,2023-02-22 19:00:00
5132.104558305856,38,2218.418634539814,43,0.34323539326432584,0.22823438073057692,0.04905459248800719,0.04544429903267736,119,8,exchange,Iran,personal,real_estate,1,1,0,0,0,12,suspicious,2023-03-10 02:00:00
2637.1253775009427,20,606.4447140753691,15,0.2557664253106571,0.17977873170811787,0.0964673725364522,0.3421316473683165,70,11,exchange,Iran,investment,NGO,0,0,0,0,0,19,suspicious,2023-12-20 11:00:00
39824.25128820937,27,10901.515861744934,33,0.22208484371677747,0.26017184114668324,0.17502150742118822,0.30509536161772877,26,4,transfer,Jordan,personal,finance,1,0,0,0,0,18,suspicious,2023-10-27 18:00:00
24763.306207268542,41,9930.655355370433,41,0.39795638625623786,0.24769124271203083,0.09501984204957892,0.13790199589521682,80,14,exchange,Egypt,personal,unknown,0,0,1,0,0,10,suspicious,2023-11-19 15:00:00
15052.412857807965,54,2137.803052413106,43,0.06566233304888135,0.10943592386499575,0.3884807305370296,0.05507808179386305,38,4,withdrawal,Egypt,charity,retail,0,1,0,0,0,7,suspicious,2023-05-16 09:00:00
30772.795957812195,20,11070.508063034275,45,0.4583800499647827,0.10460167715459627,0.026182412593668686,0.0867571037421989,9,3,payment,Egypt,business,finance,0,1,0,0,0,19,suspicious,2023-01-07 09:00:00
24419.534111108347,44,19992.779695044534,26,0.20209424263739356,0.3766785077059424,0.12610127266791613,0.18346342387277387,82,10,payment,Kuwait,charity,finance,0,0,0,1,1,6,suspicious,2023-03-26 17:00:00
3097.432145379586,19,914.5728838772994,16,0.2811443452768494,0.29682843898835165,0.1873598101349408,0.022995379751640958,97,4,exchange,UAE,investment,real_estate,0,0,0,0,1,19,suspicious,2023-11-13 04:00:00
33462.20107853341,20,2118.358766731667,36,0.3835733044372991,0.17919070035272883,0.014026784640319152,0.3069650129140571,114,9,deposit,Saudi Arabia,business,construction,0,0,1,1,0,18,suspicious,2023-07-29 19:00:00
11626.49852949258,35,11098.70465565038,33,0.18499550845028062,0.29912696523232296,0.07029716900573786,0.15396060903760156,83,1,exchange,Kuwait,investment,NGO,0,0,0,0,0,12,clean,2023-03-10 18:00:00
24710.224369553493,47,2567.2272415500925,20,0.3705060992898164,0.27826388474813935,0.006397399005213587,0.08746201700701857,73,9,deposit,Russia,personal,real_estate,0,0,0,0,0,11,suspicious,2023-12-25 12:00:00
33963.63973929347,2,7839.468685317998,13,0.23608876249401511,0.30557695056537276,0.043979785572443295,0.38933217777960477,46,13,payment,Offshore,investment,finance,0,0,0,0,0,15,suspicious,2023-02-20 04:00:00
5740.960746274777,30,677.1829734803177,33,0.02933936311879185,0.6565326402633581,0.08367209289710724,0.16768822654984164,44,11,withdrawal,UAE,business,unknown,0,0,0,0,0,5,suspicious,2023-09-15 04:00:00
1748.8824018577625,53,4814.796381813057,5,0.05414831573406099,0.7519924737451944,0.15070725094433687,0.1610207984551523,42,10,deposit,Iran,business,retail,0,0,0,0,0,10,suspicious,2023-02-10 21:00:00
3880.3011920907206,34,10748.68167084338,37,0.3334325980588561,0.340217776974123,0.3678939627748355,0.39083821969774946,73,9,payment,Iran,business,finance,0,0,1,0,0,18,suspicious,2023-11-27 03:00:00
8355.865391229216,22,9280.003162522366,14,0.11328021659513836,0.03949520659385452,0.10403351529743862,0.29545451873892287,108,1,transfer,Offshore,charity,construction,0,0,0,0,1,15,suspicious,2023-05-20 14:00:00
25557.445899584174,3,13502.314106018759,27,0.23182735149125464,0.3579362923584815,0.1605202261769695,0.08008302175744561,69,13,exchange,Unknown,personal,NGO,0,0,0,0,0,13,suspicious,2023-12-04 10:00:00
29570.1745781975,6,16794.028176812913,23,0.14721255001246822,0.29065633434648014,0.1945867614668302,0.13527410104341955,23,9,deposit,UAE,business,construction,0,0,0,0,0,2,clean,2023-06-01 00:00:00
104.64613772475971,15,11868.911712013716,14,0.4006279976404403,0.25707837802551853,0.0789259002279679,0.23673647199370124,115,6,withdrawal,Jordan,investment,NGO,0,1,0,0,0,2,clean,2023-04-15 23:00:00
10723.142390078336,27,8907.884628226257,40,0.42084780422709994,0.24243983057427285,0.2013951495935185,0.007805155652861621,106,8,exchange,Saudi Arabia,investment,NGO,0,0,0,0,1,18,suspicious,2023-04-30 09:00:00
